Flight_ID,Time_s,Nf1,Nf2,Ng1,Ng2,T451,TGT452,Q1,Q2,dalpha,dbeta,Exceedance_Flag,DGCA_Compliance
Flight_10,4158,101.51,100.7,81.72,87.31,337.66,303.57,61.34,59.06,57.24,53.28,NORMAL,COMPLIANT
Flight_10,4159,101.51,98.08,77.51,83.87,332.47,302.88,60.22,58.5,57.48,53.89,NORMAL,COMPLIANT
Flight_10,4160,101.51,98.62,77.2,84.28,349.73,319.08,57.26,55.99,58.11,54.48,NORMAL,COMPLIANT
Flight_10,4161,101.51,98.12,76.3,84.37,323.49,292.3,56.67,55.97,58.66,55.22,NORMAL,COMPLIANT
Flight_10,4162,101.51,98.81,76.34,84.95,334.63,306.2,57.88,56.5,58.91,55.27,NORMAL,COMPLIANT
Flight_10,4163,101.51,100.7,80.35,88.38,300.79,265.45,58.28,56.75,59.32,56.12,NORMAL,COMPLIANT
Flight_10,4164,101.51,100.7,82.43,90.43,275.18,238.7,55.58,53.97,59.51,56.34,NORMAL,COMPLIANT
Flight_10,4165,101.51,100.7,83.0,90.68,304.51,272.91,57.28,54.65,61.29,58.78,NORMAL,COMPLIANT
Flight_10,4166,101.51,100.7,83.13,91.09,286.84,243.25,54.04,51.53,60.52,57.92,NORMAL,COMPLIANT
Flight_10,4167,101.51,100.7,86.69,93.13,291.95,246.37,52.14,50.01,61.03,58.94,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,0,101.2,100.9,94.1,94.3,131.55,110.74,63.28,67.86,55.43,53.64,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,1,101.2,100.9,94.1,94.3,106.46,88.45,64.03,68.94,53.27,50.57,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,2,101.2,100.9,94.1,94.3,88.1,60.86,62.39,67.01,53.27,50.95,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,3,101.2,100.9,94.1,94.3,76.54,53.66,61.76,65.63,55.38,53.81,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,4,101.2,100.9,94.1,94.3,68.93,43.08,60.66,64.76,57.46,57.03,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,5,101.2,100.9,94.1,94.3,77.42,42.57,62.77,65.37,56.45,55.33,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,6,101.2,100.9,94.1,94.3,65.19,28.98,65.71,68.36,55.75,54.56,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,7,101.2,100.9,94.1,94.3,44.19,0.1,62.0,65.04,55.07,53.39,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,8,101.2,100.9,94.1,94.3,12.09,0.1,60.67,64.73,55.24,53.18,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,9,101.2,100.9,94.1,94.3,27.09,0.1,60.99,65.15,54.81,52.9,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,10,101.2,100.9,94.1,94.3,7.25,0.1,61.69,66.07,56.54,55.84,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,11,101.2,100.9,94.1,94.3,0.1,0.1,60.33,64.75,56.68,56.25,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,12,101.2,100.9,94.1,94.3,0.1,0.1,63.56,66.86,55.97,55.27,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,13,101.2,100.9,94.1,94.3,0.1,0.1,60.15,63.1,55.5,54.59,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,14,101.2,100.9,94.1,94.3,0.1,0.1,59.43,62.17,55.88,55.13,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,15,101.2,100.9,94.1,94.3,22.52,0.1,64.37,66.82,56.7,56.48,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,16,101.2,100.9,94.1,94.3,26.58,0.1,64.3,67.04,55.6,54.59,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,17,101.2,100.9,94.1,94.3,45.03,0.1,62.8,65.55,56.78,56.24,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,18,101.2,100.9,94.1,94.3,50.34,0.1,59.31,61.92,56.19,55.44,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,19,101.2,100.9,94.1,94.3,57.56,0.1,60.47,63.15,55.24,54.14,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,20,101.2,100.9,94.1,94.3,44.56,0.1,60.2,63.87,56.5,56.28,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,21,101.2,100.9,94.1,94.3,61.94,0.1,59.98,62.99,55.96,55.15,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,22,101.2,100.9,94.1,94.3,21.15,0.1,61.45,64.91,55.57,54.58,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,23,101.2,100.9,94.1,94.3,40.82,0.1,64.26,67.93,54.98,53.35,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,24,101.2,100.9,94.1,94.3,49.03,0.1,66.05,69.14,54.19,52.4,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,25,101.2,100.9,94.1,94.3,55.73,0.1,66.02,68.97,52.44,49.24,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,26,101.2,100.9,94.1,94.3,56.25,0.1,65.63,68.12,52.52,49.36,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,27,101.2,100.9,94.1,94.3,59.58,0.1,65.32,66.67,52.85,49.42,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,28,101.2,100.9,94.1,94.3,54.33,0.1,65.27,67.33,53.01,49.51,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,29,101.2,100.9,94.1,94.3,87.04,27.34,64.72,67.11,52.48,48.4,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,30,101.2,100.9,94.1,94.3,87.82,22.37,63.65,66.71,52.29,48.31,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,31,101.2,100.9,94.1,94.3,107.47,51.08,66.36,68.31,52.94,48.89,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,32,101.2,100.9,94.1,94.3,114.19,61.09,70.08,72.32,53.5,49.39,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,33,101.2,100.9,94.1,94.3,93.72,46.07,70.63,73.63,53.54,49.72,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,34,101.2,100.9,94.1,94.3,83.18,24.61,68.05,71.82,53.64,49.6,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,35,101.2,100.9,94.1,94.3,115.36,58.6,68.61,72.09,54.7,51.15,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,36,101.2,100.9,94.1,94.3,91.69,30.46,64.45,68.84,55.24,52.9,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,37,101.2,100.9,94.1,94.3,86.0,33.49,63.07,67.08,55.36,53.06,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,38,101.2,100.9,94.1,94.3,115.32,58.2,62.78,67.41,56.28,55.08,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,39,101.2,100.9,94.1,94.3,125.47,76.7,61.82,65.62,56.05,55.39,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,40,101.2,100.9,94.1,94.3,117.95,58.33,62.48,67.11,56.77,56.39,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,41,101.2,100.9,94.1,94.3,131.87,65.03,66.61,70.74,55.92,55.16,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,42,101.2,100.9,94.1,94.3,138.36,68.8,68.93,73.13,56.34,55.36,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,43,100.98,100.9,94.1,94.3,160.16,82.2,65.33,70.29,55.58,54.22,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,44,101.2,100.9,94.1,94.3,140.58,52.61,64.3,69.24,56.29,55.25,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,45,101.2,100.9,94.1,94.3,123.43,30.03,63.58,68.79,56.09,54.72,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,46,101.2,100.9,94.1,94.3,184.76,95.03,59.51,65.06,56.33,54.51,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,47,101.2,100.9,94.1,94.3,193.22,95.75,58.21,64.7,56.31,54.45,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,48,101.2,100.9,94.1,94.3,215.05,123.63,56.72,63.25,57.35,56.01,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,49,101.2,100.9,94.1,94.3,198.73,109.6,56.95,64.24,57.25,56.17,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,50,101.2,100.9,94.1,94.3,183.41,85.29,59.14,66.25,56.52,55.27,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,51,101.2,100.9,94.1,94.3,214.63,118.4,58.77,66.01,57.03,56.48,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,52,101.2,100.9,94.1,94.3,185.06,84.12,59.65,67.66,56.23,55.14,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,53,101.2,100.9,94.1,94.3,182.0,77.53,58.47,66.83,54.36,52.12,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,54,101.2,100.9,94.1,94.3,175.34,76.9,59.56,67.76,55.17,53.12,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,55,101.2,100.9,94.1,94.3,163.54,60.59,59.08,66.7,56.97,55.59,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,56,101.2,100.9,94.1,94.3,167.88,65.13,59.69,66.86,56.51,54.78,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,57,101.2,100.9,94.1,94.3,152.14,47.23,60.26,67.21,56.49,54.47,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,58,101.2,100.9,94.1,94.3,152.88,49.5,55.73,63.26,56.61,54.39,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,59,101.2,100.9,94.1,94.3,143.26,45.13,52.74,60.25,56.62,54.61,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,60,101.2,100.9,94.1,94.3,150.01,42.96,51.81,59.3,55.89,53.7,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,61,101.2,100.9,94.1,94.3,123.64,18.76,51.23,59.49,55.41,52.86,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,62,101.2,100.9,94.1,94.3,116.27,7.64,52.52,60.81,56.2,54.33,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,63,101.2,100.9,94.1,94.3,133.4,25.9,54.12,61.99,57.53,55.96,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,64,101.2,100.9,94.1,94.3,142.45,35.74,53.54,61.7,58.49,57.88,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,65,100.02,100.9,94.1,94.3,162.09,53.07,52.16,61.17,57.71,56.38,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,66,98.13,100.9,92.52,94.3,199.7,96.51,53.32,62.59,58.55,57.62,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,67,98.99,100.9,93.34,94.3,214.2,118.72,53.53,62.51,58.06,56.6,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,68,101.2,100.9,94.1,94.3,215.82,129.23,50.85,59.8,58.29,56.39,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,69,101.2,100.9,94.1,94.3,203.44,114.63,47.63,56.61,57.73,55.8,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,70,101.2,100.9,94.1,94.3,191.53,105.03,44.65,54.76,58.47,57.55,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,71,101.2,100.9,94.1,94.3,230.51,150.96,46.62,56.55,58.43,57.86,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,72,101.2,100.9,94.1,94.3,220.92,142.53,49.14,58.01,59.82,60.2,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,73,101.2,100.9,94.1,94.3,228.15,147.97,47.62,55.23,58.95,58.94,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,74,101.2,100.9,94.1,94.3,219.33,140.22,48.57,56.14,58.57,58.54,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,75,101.2,100.9,94.1,94.3,200.52,114.77,51.83,59.47,58.22,57.72,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,76,101.2,100.9,94.1,94.3,173.34,88.7,50.33,58.57,58.21,56.72,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,77,101.2,100.9,94.1,94.3,141.78,44.22,47.29,55.72,58.18,56.55,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,78,101.04,100.9,93.05,94.3,121.33,13.18,46.66,55.07,58.51,57.3,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,79,98.09,100.9,89.7,93.52,114.15,3.35,46.06,54.14,58.9,57.36,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,80,96.57,100.76,87.9,91.45,55.12,0.1,44.91,52.48,58.54,56.54,NORMAL,COMPLIANT
Flight_11,81,98.71,100.9,89.66,93.58,94.24,0.1,42.53,50.09,59.19,58.23,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,82,101.2,100.9,93.94,94.3,102.25,0.1,44.87,52.01,59.06,58.14,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,83,101.2,100.9,90.16,94.3,134.29,6.69,44.23,51.13,58.21,57.0,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,84,101.2,100.9,93.0,94.3,142.5,15.64,36.88,43.89,57.88,56.24,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,85,101.2,100.9,88.82,94.3,171.6,50.83,38.56,46.51,56.93,55.16,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,86,101.2,100.9,93.72,94.3,145.03,20.12,39.88,48.76,57.01,55.12,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,87,101.2,100.9,94.1,94.3,139.05,8.9,39.41,48.57,58.49,56.88,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,88,101.2,100.9,94.1,94.3,167.57,38.55,41.6,50.72,58.63,56.84,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,89,101.2,100.9,93.4,94.3,148.75,24.81,38.32,47.62,59.49,58.52,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,90,101.2,100.9,91.13,94.3,142.65,12.3,39.14,48.57,58.62,57.14,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,91,101.2,100.9,91.2,94.3,112.7,0.1,39.3,49.11,60.75,60.25,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,92,101.2,100.9,94.1,94.3,89.02,0.1,39.77,48.81,60.98,61.24,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,93,101.2,100.9,94.1,94.3,129.36,0.1,42.55,51.18,60.93,61.35,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,94,101.2,100.9,94.1,94.3,140.84,10.14,44.04,52.81,62.08,63.14,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,95,101.2,100.9,94.1,94.3,157.63,37.83,44.23,52.3,61.37,62.85,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,96,101.2,100.9,94.1,94.3,124.46,8.35,44.48,52.62,61.93,63.64,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,97,101.2,100.9,94.1,94.3,137.37,28.83,48.64,56.8,62.89,65.02,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,98,101.2,100.9,94.1,94.3,118.86,1.93,51.65,58.82,62.17,64.09,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,99,101.2,100.9,94.1,94.3,138.65,17.81,52.03,59.34,65.11,68.28,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,100,101.2,100.9,94.1,94.3,151.37,31.42,50.94,59.0,64.66,67.64,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,101,101.2,100.9,94.1,94.3,149.61,29.53,48.57,56.03,62.88,65.4,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,102,101.2,100.9,94.1,94.3,179.56,59.58,46.43,53.99,61.93,64.23,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,103,101.2,100.9,94.1,94.3,162.12,35.06,47.83,54.98,61.32,63.5,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,104,101.2,100.9,94.1,94.3,139.62,10.08,40.51,48.16,61.85,64.13,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,105,101.2,100.9,94.1,94.3,168.59,48.44,41.37,48.7,61.06,62.91,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,106,101.2,100.9,94.1,94.3,185.14,64.71,40.36,48.75,59.81,61.07,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,107,101.2,100.9,94.1,94.3,195.56,73.46,34.28,43.19,60.93,62.66,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,108,101.2,100.9,94.1,94.3,200.57,75.95,34.75,42.81,63.16,66.28,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,109,101.2,100.9,94.1,94.3,196.57,72.96,33.88,42.15,62.52,65.48,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,110,101.2,100.9,94.1,94.3,176.46,49.87,31.55,39.96,60.09,61.77,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,111,101.2,100.9,94.1,94.3,160.59,38.87,29.83,36.77,59.66,61.21,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,112,101.2,100.9,94.1,94.3,159.28,33.7,31.11,37.4,59.97,61.92,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,113,101.2,100.9,94.1,94.3,123.07,0.1,32.8,37.85,60.37,62.54,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,114,101.2,100.9,94.1,94.3,149.3,20.78,28.23,33.67,60.33,62.4,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,115,101.2,100.9,94.1,94.3,140.8,0.1,29.08,33.92,61.58,64.44,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,116,101.2,100.9,94.1,94.3,150.92,12.9,29.94,34.4,60.18,62.34,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,117,101.2,100.9,94.1,94.3,151.02,18.14,30.11,33.07,57.84,59.14,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,118,101.2,100.9,94.1,94.3,173.55,39.03,28.83,31.83,57.48,58.81,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,119,101.2,100.9,94.1,94.3,140.37,8.67,29.24,32.03,57.88,59.25,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,120,101.2,100.9,94.1,94.3,140.49,2.44,33.79,36.18,58.54,60.4,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,121,101.2,100.9,94.1,94.3,135.89,0.1,31.48,34.42,58.73,60.63,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,122,101.2,100.9,94.1,94.3,145.04,7.76,28.69,31.81,59.02,60.78,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,123,101.2,100.9,94.1,94.3,194.71,63.35,25.64,28.96,58.86,60.93,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,124,101.2,100.9,94.1,94.3,217.56,83.47,24.94,27.57,61.15,64.57,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,125,101.2,100.9,94.1,94.3,223.24,94.8,21.86,25.22,60.41,63.92,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,126,101.2,100.9,94.1,94.3,200.81,69.15,20.41,24.73,60.76,64.35,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,127,101.2,100.9,94.1,94.3,229.59,94.8,20.65,25.41,61.81,66.16,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,128,101.2,100.9,94.1,94.3,215.98,85.28,16.97,23.22,61.98,66.5,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,129,101.2,100.9,94.1,94.3,239.31,111.3,15.7,21.52,61.33,65.65,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,130,101.2,100.9,94.1,94.3,249.46,133.63,14.49,20.02,60.12,63.62,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,131,101.2,100.9,94.1,94.3,253.52,140.93,14.83,19.94,60.35,64.52,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,132,101.2,100.9,94.1,94.3,209.28,89.71,15.46,20.56,61.86,66.73,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,133,101.2,100.9,94.1,94.3,236.58,105.05,18.35,23.75,62.71,68.42,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,134,101.2,100.9,94.1,94.3,222.74,96.54,20.37,25.58,62.07,67.23,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,135,101.2,100.9,94.1,94.3,253.55,134.41,21.1,26.11,62.0,66.92,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,136,101.2,100.9,94.1,94.3,243.99,106.88,17.92,23.24,61.12,65.62,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,137,101.2,100.9,94.1,94.3,241.17,99.13,23.18,27.43,61.5,66.53,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,138,101.2,100.9,94.1,94.3,205.26,50.92,21.39,26.81,61.55,66.58,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,139,101.2,100.9,94.1,94.3,186.71,29.31,22.14,26.34,60.88,65.4,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,140,101.2,100.9,94.1,94.3,179.85,22.31,22.18,26.19,61.1,65.16,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,141,101.2,100.9,94.1,94.3,159.78,5.44,24.69,29.64,61.19,64.98,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,142,101.2,100.9,94.1,94.3,103.51,0.1,22.14,26.95,61.23,65.05,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,143,101.2,100.9,94.1,94.3,101.64,0.1,20.78,25.57,61.28,65.13,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,144,101.2,100.9,94.1,94.3,78.16,0.1,19.85,25.02,60.64,64.3,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,145,101.2,100.9,94.1,94.3,68.52,0.1,16.7,22.53,60.07,63.48,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,146,101.2,100.9,94.1,94.3,52.21,0.1,15.57,23.26,60.5,64.34,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,147,101.2,100.9,94.1,94.3,49.97,0.1,13.81,22.49,61.37,65.28,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,148,101.2,100.9,94.1,94.3,76.06,0.1,16.35,24.6,61.63,65.15,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,149,101.2,100.9,94.1,94.3,53.43,0.1,13.55,21.92,62.46,66.45,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,150,101.2,100.9,94.1,94.3,67.1,0.1,13.57,21.68,62.01,65.7,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,151,101.2,100.9,94.1,94.3,66.61,0.1,12.9,20.22,61.72,64.93,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,152,101.2,100.9,94.1,94.3,53.33,0.1,12.1,19.38,61.44,63.98,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,153,101.2,100.9,94.1,94.3,28.36,0.1,14.26,21.94,59.17,60.23,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,154,101.2,100.9,94.1,94.3,27.66,0.1,10.38,18.39,59.82,61.5,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,155,101.2,100.9,94.1,94.3,39.58,0.1,13.25,20.63,60.37,62.42,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,156,101.2,100.9,94.1,94.3,61.68,0.1,13.19,20.18,60.94,64.11,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,157,101.2,100.9,94.1,94.3,23.3,0.1,11.54,19.11,61.04,64.13,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_11,158,101.2,100.9,94.1,94.3,29.07,0.1,13.95,21.09,61.11,64.3,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
